simpleview_listing_accountid,simpleview_listing_ACCTID,simpleview_listing_LONGITUDE,simpleview_listing_CITY,simpleview_listing_LISTINGKEYWORDS,simpleview_listing_ALTPHONE,simpleview_listing_TOLLFREE,simpleview_listing_SOCIALMEDIA,simpleview_listing_FAX,simpleview_listing_EMAIL,simpleview_listing_ADDR3,simpleview_listing_ZIP,simpleview_listing_ADDR1,simpleview_listing_PHONE,simpleview_listing_ADDR2,simpleview_listing_LATITUDE,simpleview_listing_WEBURL,simpleview_listing_LOGOFILE,simpleview_listing_STATE,simpleview_listing_LISTINGID,Listing Category one,Listing Region,Listing Amenity,ID,Title,Content,Excerpt,Date,Post Type,Permalink,Image ID,Listing Category Two
582,485,-91.4032058000,Natchez,,,,,,,,39120,111 N. Pearl Street,(601) 445-4383,,31.5602287,,,MS,582,WEDDINGS>Spas &amp; Salons,Downtown,Smoking/Non-Smoking Sections,1297,"Hello, Gorgeous!","Hello, Gorgeous! is a unique salon located in the heart of downtown. Stylists Suzanne Burrows and Jeffery Whittington offer trademark hair styling which will surely enhance your beauty on your wedding day. They can make the groom look good as well. Stop in for a consultation while you're making plans for your big day, and mark ""hair-styling"" off your list.",,2023-01-13,listing,https://main-bvxea6i-runeyo4tk5cae.us-4.platformsh.site/listing/hello-gorgeous/,1298,
586,24,-91.3812033000,Natchez,,,,,,,,39120,40 Seargent Prentiss Drive,(601) 304-0999,,31.5338538,,,MS,586,STAY>Hotels &amp; Motels,Highway 61,,1299,Relax Inn,Located on the South end of Natchez just passed Natchez Regional Hospital...you'll find this economical motel tucked off the highway just enough to buffer highway noise to assure a good nights rest.,,2023-01-13,listing,https://main-bvxea6i-runeyo4tk5cae.us-4.platformsh.site/listing/relax-inn/,1300,
595,261,-91.3992303000,Natchez,,,,,,,,39120,140 Lower Woodville Road,(601) 442-5193,,31.5361872,http://www.natchezpilgrimage.com/dailytour.htm,,MS,595,HISTORIC SITES &amp; HOMES>Homes,Near Downtown,,1301,Longwood,"Longwood is the crown jewel of the historic properties of Natchez and can be toured seven days a week between 9:00 a.m. and 4:30 p.m. with the last tour available at 4:30. Longwood is a ""must see"" for every visitor as it has a history unlike any other in the area. Tickets are available through Natchez Pilgrimage Tours located in the Natchez Visitor Center.",,2023-01-13,listing,https://main-bvxea6i-runeyo4tk5cae.us-4.platformsh.site/listing/longwood-2/,1302,
596,109,-91.3643254000,Natchez,,,,,,,,39120,17 Marshall Road,,,31.5848474,,,MS,596,HISTORIC SITES &amp; HOMES>Homes,,,1303,Lansdowne,"Lansdowne is a modest Greek Revival style residence, a beautifully preserved document of mid-nineteenth-century taste in architecture and interior decoration. According to family tradition, Lansdowne was constructed in 1853 for George M. Marshall and his wife Charlotte, whose descendants still occupy the house today. The home is often available for tour during the Spring or Fall Pilgrimage seasons.",,2023-01-13,listing,https://main-bvxea6i-runeyo4tk5cae.us-4.platformsh.site/listing/lansdowne/,1304,
602,221,-91.3966370000,Natchez,,,,,,,,39120,483 John R. Junkin Drive,(601) 442-0247,,31.53853,,,MS,602,WEDDINGS>Florists,,,1305,Ja'Nel's Flowers & Gifts & Buttercup Bakery,"Ja'Nel's is one of the few florists that has been a Natchez household name for a few decades. You will be pleasantly surprised by the variety in their inventory of flora and be assured that arrangements they create for your wedding day will be a highlight of guest conversation. Call or stop by for a consultation for your big day. 
-UPDATE-
Ja'Nel's Flowers and Gifts is now also home to Buttercup Bakery! In addition to fresh flowers, silks, plants and gifts we will also be offering fresh home-style baked goods. Come by and check out all of the delicious home-style goodies made just like Granny used to make them! We use only the good stuff... real butter and completely from scratch! Our daily selections will vary so don't miss out! We look forward to seeing you!",,2023-01-13,listing,https://main-bvxea6i-runeyo4tk5cae.us-4.platformsh.site/listing/janels-flowers-gifts-buttercup-bakery/,1306,SHOP>Specialty
627,262,-91.4056495000,Natchez,,,,,,RosalieMansion1@gmail.com,,39120,100 Orleans Street,(601) 446-5676,,31.5575957,http://www.rosaliemansion.com/,,MS,627,HISTORIC SITES &amp; HOMES>Homes,,,1307,Rosalie,"Rosalie is located on the Mississippi Bluff near the site of the Natchez Indians' massacre of the French at Fort Rosalie. Completed in 1823, the architectural design of the antebellum home became the prototype for later mansions in Natchez and across the South. The design is cubical in nature with two-story columns supporting both a front portico and a rear full-width gallery. It was the headquarters of the Union Army during the War Between the States. This National Historic Landmark is now owned by the Mississippi State Society DAR.
Tours every hour 9:00 a.m.-4:00 p.m.; Last tour begins at 4:00 p.m. Please call about holiday hours and arrangements for special tours.",,2023-01-13,listing,https://main-bvxea6i-runeyo4tk5cae.us-4.platformsh.site/listing/rosalie-2/,1308,
639,472,-91.2893130000,Natchez,,,,,,,,39120,434 Airport Road,(601) 442-3142,,31.6151955,,,MS,639,WEDDINGS>Transportation,,Smoking/Non-Smoking Sections,1309,Natchez-Adams County Airport,"The Natchez-Adams County Airport is a top-notch aviation facility, and although there are no commercial airline services offered, the airport services a large number of private and corporate traffic. The NACA provides jet fuel and some maintenance services to aircraft of a variety of types.",,2023-01-13,listing,https://main-bvxea6i-runeyo4tk5cae.us-4.platformsh.site/listing/natchez-adams-county-airport/,1310,
647,502,-91.4004502000,Natchez,,,,,,Eccentricitiesntz@yahoo.com,,39120,707 Main Street,(601) 660-4440,,31.5582748,,,MS,647,SHOP>Specialty,Downtown,Smoking/Non-Smoking Sections,1311,"Eccentricities, LLC","Eccentricities, LLC in downtown Natchez specializes in retail and consignment items, including antiques, vintage and contemporary home accents. Located in The Cole House c. 1875, you will also find a wide variety of beautiful jewelry, candles and bath soaps. Stop by Tuesday-Thursday from 10:00 a.m.-5:00 p.m. or call to schedule an appointment or plan a special event!",,2023-01-13,listing,https://main-bvxea6i-runeyo4tk5cae.us-4.platformsh.site/listing/eccentricities-llc/,1312,
653,332,-91.4040333000,Natchez,,,,,,sammyatkins@aol.com,,39120,325 Main Street,(601) 445-0702,,31.5607548,,,MS,653,NIGHTLIFE>Entertainment,,,1313,Andrew's Tavern,"Andrew's Tavern is conveniently located in the heart of downtown. One of the popular Natchez bars, they have flat screen TV's for sports.",,2023-01-13,listing,https://main-bvxea6i-runeyo4tk5cae.us-4.platformsh.site/listing/andrews-tavern/,1314,
667,501,-91.4068508148,Natchez,"casino, gambling, poker, slot machines, gaming",,(888) 505-5777,,,,,39120,7 Roth Hill Road,(601) 235-0045,,31.56310559,http://www.magnoliabluffscasino.com/,,MS,667,GAMING>Casino,Downtown,Smoking/Non-Smoking Sections,1315,Magnolia Bluffs Casino,"Magnolia Bluffs Casino is designed to look like the old Learned Saw Mill which stood near the new facility until about 1940. The casino has plenty of slot and video poker machines and 10 gaming tables, along with a buffet style restaurant and an Italian Steakhouse which has exceptional views of the Mississippi River. Valet parking is available and there is ample parking in a two-story garage just North of the casino's front door. Magnolia Bluffs is open 24 hours a day, 7 days a week.",,2023-01-13,listing,https://main-bvxea6i-runeyo4tk5cae.us-4.platformsh.site/listing/magnolia-bluffs-casino/,1316,
671,268,-91.4031710000,Natchez,"hotels, bed and breakfast, b and b, bed, breakfast, hotel, cottage, downtown, wedding, wedding venue, weddings, venue, wed",,,,,grandinnatchez@yahoo.com,,39120,35 Homochitto Street,(601) 807-5260,,31.5604442,http://magnoliacottagebandb.com,,MS,671,MEETINGS>Venues,,Breakfast Included|Coffee Maker|Downtown Walking Distance|Historic Property|Number of Rooms|Off Street Parking|Private Bath|Refrigerator,1317,Magnolia Cottage,"Magnolia Cottage offers a quaint setting for small, intimate wedding ceremonies. Check their special offers and packages for details or call Jackie to get more information about all that Magnolia Cottage will put together to make your wedding day extra special.",,2023-01-13,listing,https://main-bvxea6i-runeyo4tk5cae.us-4.platformsh.site/listing/magnolia-cottage-2/,1318,
685,63,,Natchez,,,,,,,,39120,227 Devereaux Drive,(601) 442-3334,,,,,MS,685,WEDDINGS>Cakes &amp; Caterers,,,1319,"Southern Style Restaurant, Catering & Bar","Southern Style Catering offers home-style meals with a variety of meats, starches and vegetables prepared for a sit down dinner or heavy Hors d' Ouerves. When it comes to offering your guests or meeting attendees a taste of great Southern cuisine, you simply can't go wrong with Southern Style Catering.",,2023-01-13,listing,https://main-bvxea6i-runeyo4tk5cae.us-4.platformsh.site/listing/southern-style-restaurant-catering-bar/,1320,
740,514,-91.4089030000,Natchez,"Holiday, Inn, riverfront, river view, hotel",,,,,,,39120,639 South Canal Street,(601) 442-4462,,31.553938,http://www.ihg.com/holidayinnexpress/hotels/us/en/natchez/hezcn/hoteldetail,,MS,740,STAY>Hotels &amp; Motels,Downtown,Breakfast Included|Business Center|Children Under 14|Coffee Maker|Credit Cards Accepted|Crib Available|Downtown Walking Distance|Fitness Center|Free Parking Lot Available|Hair Dryer|Internet Access|Iron &amp; Board|Laundry Facility Available|Laundry Service|Long Term Stay Available|Meeting Space Available|Microwave|Off Street Parking|Outdoor Pool|Pets Allowed (under 25lbs)|Private Bath|Refrigerator|Smoking/Non-Smoking Sections|Wireless Internet in Room,1321,Holiday Inn Express & Suites,"We invite you to experience the Holiday Inn Express & Suites Natchez.
Located within walking distance of historic downtown Natchez, MS. 
Our limited service Natchez hotel features sweeping landscapes of the Mighty Mississippi River, complimentary breakfast and a relaxing stay. Guests will enjoy our complimentary high speed Internet with both wireless and wired capabilities. The hotel's state of the art 24 hour fitness center allows for guests to maintain their daily routine. All rooms include a microwave, refrigerator and a minimum of 37"" HDTVs.
The Southern hospitality you have come to expect from a historic Mississippi town will be exceeded during your stay at the Holiday Inn Express & Suites Natchez.",,2023-01-13,listing,https://main-bvxea6i-runeyo4tk5cae.us-4.platformsh.site/listing/holiday-inn-express-suites/,1322,
756,523,-91.3949860000,Natchez,"Natchez, cemetery, Natchez cemetery",,,,,,,39120,41 Cemetery Road,(601) 445-4981,,31.580866,,,MS,756,TOUR>Attractions,,Smoking/Non-Smoking Sections,1323,Natchez National Cemetery,"Natchez National Cemetery dates to 1866, one of 21 national historic cemeteries established in that year. Located on a bluff overlooking the Mississippi River, the site's topography influenced its unique layout of irregular shaped burial sections, terraced hillsides, and gravel and grass pathways.",,2023-01-13,listing,https://main-bvxea6i-runeyo4tk5cae.us-4.platformsh.site/listing/natchez-national-cemetery/,1324,
762,525,-91.4035110000,Natchez,"Natchez Coffee, Steampunk Coffee Roasters, Live music, Natchez Music, Natchez nightlife, Nightlife",,,,,dub@steampunkcoffeeroasters.com,,39120,706 Franklin Street,(601) 870-6882,,31.564004,http://www.steampunkcoffeeroasters.com,https://assets.simpleviewinc.com/simpleview/image/upload/crm/natchez/steampunk0_d713a362-5056-a36a-0808dc65e8ac24ce.jpg,MS,762,EAT>Local Flavor,Downtown,Smoking/Non-Smoking Sections,1325,Steampunk Coffee Roasters/Papi Y Papi,"Open Tuesday-Sunday 8-5, this isn't your typical Coffee Shop. With such a quirky, cool atmosphere you'll want to hang out all day and night! Steampunk is located one block from the bluff in a newly restored brick cabin dating back to 1868. They are a specialty coffee roaster and they carry an extensive list of coffee equipment and other related items. They even have an espresso bar, which serves espresso, cappuccino,lattes, pour over, french press, siphon vacuum coffee and Turkish.",,2023-01-13,listing,https://main-bvxea6i-runeyo4tk5cae.us-4.platformsh.site/listing/steampunk-coffee-roasters-papi-y-papi/,1326,
769,526,-91.4032705000,Natchez,,,,,,info@gallerie.com,,39120,400 Main Street,(601) 304-2115,,31.5601756,https://www.facebook.com/AGallerienatchez,,MS,769,SHOP>Specialty,Downtown,Smoking/Non-Smoking Sections,1327,A Gallerie,"A quaint little shop in the heart of downtown Natchez, filled with local designs, unique gifts and happiness for the home.",,2023-01-13,listing,https://main-bvxea6i-runeyo4tk5cae.us-4.platformsh.site/listing/a-gallerie/,1328,
771,528,-91.4032023000,Natchez,,,,,,rollingriverroasters@gmail.com,,39120,406 Main Street,(601) 653-0747,,31.5598095,http://rrbistro.com/,,MS,771,EAT>Local Flavor,,Smoking/Non-Smoking Sections,1329,Rolling River Reloaded,"Located in the heart of downtown among quaint gift shops, short walking distance from all downtown hotels and Bed & Breakfasts. Rolling River Bistro is open Tuesday - Saturday for Lunch and Dinner.The Bistro serves until 11:00 pm on the weekends. LIVE music every Thursday, Friday and Saturday nights. Serving a fresh, seasonal menu that may include fried crawfish tails, Lobster Ravioli, seafood lasagna, grilled fish, steaks, sandwiches and the city's most amazing salads. The Signature Cocktails are stellar and refreshing. 

A bright unique dining area and a separate listening room is available for entertainment, private dining receptions, parties and meetings for up to 100 seated and 200 reception style. The listening room has a large 12 foot projection screen with HD projector. Motor coaches are welcome and lectures can be arranged for private lunches. 

Rolling River Bistro is also a full service caterer for events & meeting off-site as well. A catering menu and casserole menu is available for local gatherings and can be delivered. The staff has extensive experience in meeting & event planning.. Make the Bistro one of your stops on your visit to Natchez - We would love to meet you!",,2023-01-13,listing,https://main-bvxea6i-runeyo4tk5cae.us-4.platformsh.site/listing/rolling-river-reloaded/,1330,
